Папандреу I-Person
. O

Таким O
образом O
общая O
мощность O
солнечной O
генерации O
за O
этот O
срок O
может O
увеличиться O
в O
тысячу O
раз O
однако O
все O
равно O
будет O
составлять O
менее O
1 O
% O
в O
энергобалансе O
. O

Однако O
РБК B-Org
в O
министерстве O
эту O
информацию O
не O
подтвердили O
сообщив O
что O
по O
их O
данным O
министр O
жив O
и O
находится O
в O
Таласе B-Location
. O

Для O
повышения O
эффективности O
правительства O
в O
целом O
и O
каждого O
отдельного O
блока O
в O
частности O
считаю O
целесообразными O
следующие O
изменения O
. O
" O

Позже O
в O
комитете O
по O
труду O
заявили O
что O
окончательное O
решение O
пока O
не O
принято O
однако O
в O
пятницу O
Общероссийский B-Org
народный O
фронт O
обратился O
к O
депутатам O
Госдумы B-Org
с O
просьбой O
не O
поддерживать O
позицию O
комитета O
относительно O
этого O
законопроекта O
и O
поставить O
вопрос O
о O
соответствии O
Исаева B-Person
занимаемой O
должности O
председателя O
комитета O
. O

Он O
юрист O
управляющий O
партнер O
" O
ИМБ B-Org
групп O
" O
сообщил O
Тимофеев B-Person
. O

Участники O
Народного O
фронта O
не O
будут O
настаивать O
на O
снятии O
Андрея B-Person
Исаева B-Person
с O
поста O
председателя O
комитета O
Госдумы B-Org
по O
труду O
социальной O
политике O
и O
делам O
ветеранов O
если O
комитет O
пересмотрит O
решение O
по O
законопроекту O
о O
снижении O
страховых O
взносов O
для O
индивидуальных O
предпринимателей O
( O
ИП B-Org
) O
заявил O
журналистам O
сопредседатель O
центрального O
штаба O
ОНФ B-Org
Александр B-Person
Галушка B-Person
. O

Его O
кандидатура O
рассматривается O
на O
пост O
заместителя O
полпреда O
президента O
России B-Location
в O
Северо B-Location
Кавказском B-Org
федеральном O
округе O
( O
СКФО B-Location
